prop_name,monthly_rent,location,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
Platinum Splendor Residensi Semarak,1200.0,Kuala Lumpur - Bukit Bintang,3.0,2.0,2.0,926,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Platinum Splendor Residensi Semarak,1650.0,Kuala Lumpur - Keramat,3.0,2.0,2.0,1065,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Sri Intan 2,1500.0,Kuala Lumpur - Jalan Ipoh,3.0,1.0,2.0,1100,Fully Furnished,"Parking, Minimart, Tennis Court, Barbeque area, Swimming Pool, Security, Playground, Jogging Track, Lift, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Maxim Citilights,1700.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,1095,Fully Furnished,"Swimming Pool, Jogging Track, Multipurpose hall, Security, Minimart, Playground, Lift, Parking","Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur
Putra Villa,1800.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,1066,Fully Furnished,None,None,Kuala Lumpur
Platinum Splendor Residensi Semarak,1202.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,928,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Cooking Allowed,Kuala Lumpur
Baiduri Apartment (Desa Pandan),1500.0,Kuala Lumpur - Desa Pandan,3.0,1.0,2.0,947,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur
KL Traders Square Residences,2200.0,Kuala Lumpur - Gombak,3.0,1.0,2.0,945,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine",Kuala Lumpur
Canopy hills,605.0,Kuala Lumpur - Bukit Jalil,2.0,1.0,1.0,590,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Club house",Cooking Allowed,Kuala Lumpur
Ketumbar Hill,1500.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1200,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Villa Wangsamas,1650.0,Kuala Lumpur - Wangsa Maju,3.0,1.0,2.0,800,Partially Furnished,"Jogging Track, Gymnasium, Swimming Pool, Security, Playground, Squash Court, Parking, Minimart, Lift",None,Kuala Lumpur
Sentul Point Suite Apartment,1300.0,Kuala Lumpur - Sentul,2.0,1.0,2.0,743,Not Furnished,"Parking, Gymnasium, Minimart, Playground, Swimming Pool, Security, Lift, Multipurpose hall, Barbeque area, Jogging Track",Cooking Allowed,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1400.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,800,Partially Furnished,"Parking, Gymnasium, Jogging Track, Tennis Court, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Residensi Desamas @ Taman Desa,1600.0,Kuala Lumpur - Taman Desa,3.0,2.0,2.0,850,Partially Furnished,"Parking, Swimming Pool, Playground, Minimart, Security, Lift, Gymnasium, Multipurpose hall",Cooking Allowed,Kuala Lumpur
United Point Residence @ North Kiara,1400.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,932,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1200.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,800,Not Furnished,"Gymnasium, Parking, Security, Swimming Pool, Playground, Barbeque area, Lift",Cooking Allowed,Kuala Lumpur
Villa Mewah,1200.0,Kuala Lumpur - Sri Petaling,3.0,1.0,2.0,797,Partially Furnished,"Parking, Security",None,Kuala Lumpur
Rica Residence Sentul,1900.0,Kuala Lumpur - Sentul,2.0,1.0,1.0,721,Fully Furnished,"Parking, Security, Gymnasium, Minimart, Swimming Pool, Jogging Track, Lift, Barbeque area, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Residensi KepongMas,1300.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,800,Partially Furnished,"Parking, Security, Lift, Playground, Jogging Track",Near KTM/LRT,Kuala Lumpur
Vista Komanwel,2000.0,Kuala Lumpur - Bukit Jalil,4.0,1.0,3.0,1400,Fully Furnished,"Playground, Minimart, Security, Gymnasium, Parking, Swimming Pool","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
Platinum OUG Residence,1400.0,Kuala Lumpur - Kuchai Lama,3.0,1.0,2.0,1200,Partially Furnished,"Playground, Gymnasium, Lift, Security",Cooking Allowed,Kuala Lumpur
United Point Residence @ North Kiara,2000.0,Kuala Lumpur - Kepong,3.0,2.0,2.0,958,Fully Furnished,"Parking, Security, Playground, Gymnasium, Sauna, Swimming Pool","Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur
Desa Satu,750.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,680,Not Furnished,"Parking, Lift",None,Kuala Lumpur
Bukit Gembira,1200.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,918,Partially Furnished,"Barbeque area, Security, Playground, Gymnasium, Sauna, Parking, Swimming Pool, Club house, Lift, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
United Point Residence @ North Kiara,1800.0,Kuala Lumpur - Kepong,3.0,2.0,2.0,958,Partially Furnished,None,None,Kuala Lumpur
United Point Residence @ North Kiara,2300.0,Kuala Lumpur - Kepong,3.0,2.0,2.0,958,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Kuala Lumpur
Ivory,1000.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,836,Fully Furnished,"Lift, Parking",None,Kuala Lumpur
Prima Midah Heights,2000.0,Kuala Lumpur - Cheras,4.0,2.0,2.0,1450,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
Bukit OUG Condominium,1300.0,Kuala Lumpur - Bukit Jalil,2.0,1.0,1.0,791,Fully Furnished,"Tennis Court, Jogging Track, Parking, Security, Minimart, Swimming Pool, Playground, Gymnasium, Squash Court, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
One Residences,2400.0,Kuala Lumpur - Sungai Besi,2.0,1.0,2.0,888,Fully Furnished,"Gymnasium, Barbeque area, Swimming Pool, Multipurpose hall, Security, Minimart, Sauna, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
M Centura,1700.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,850,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium, Minimart","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
PV9 Residences @ Taman Melati,3150.0,Kuala Lumpur - Setapak,4.0,2.0,2.0,1000,Fully Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,1500.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Air-Cond, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,1500.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,904,Partially Furnished,"Swimming Pool, Parking, Squash Court, Security, Playground, Minimart, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
Residensi Desa Satumas,1500.0,Kuala Lumpur - Taman Desa,3.0,1.0,2.0,800,Partially Furnished,"Playground, Multipurpose hall, Parking, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
KL Traders Square condo @ KL,1500.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Riana Dutamas,1900.0,Kuala Lumpur - Segambut,2.0,2.0,2.0,910,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Legasi Kampong Bharu,3000.0,Kuala Lumpur - KL City,3.0,1.0,2.0,950,Partially Furnished,"Security, Minimart, Swimming Pool, Gymnasium, Squash Court, Parking, Playground, Lift, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
PV9 Residences @ Taman Melati,650.0,Kuala Lumpur - Setapak,1.0,2.0,1.0,100,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Enesta,1300.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,800,Not Furnished,"Parking, Security, Gymnasium, Swimming Pool, Minimart, Multipurpose hall",Near KTM/LRT,Kuala Lumpur
Puncak Banyan,1350.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,900,Partially Furnished,"Security, Minimart, Swimming Pool, Parking, Lift, Playground",None,Kuala Lumpur
Midfields 2,1600.0,Kuala Lumpur - Sungai Besi,3.0,2.0,2.0,1040,Partially Furnished,"Jogging Track, Barbeque area, Parking, Security, Swimming Pool, Playground",None,Kuala Lumpur
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1700.0,Kuala Lumpur - Bukit Jalil,4.0,1.0,2.0,1400,Fully Furnished,"Minimart, Parking, Security, Jogging Track, Swimming Pool",None,Kuala Lumpur
Pandan Puteri Condominium,1500.0,Kuala Lumpur - Pandan Indah,3.0,1.0,2.0,1050,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
Residensi Gembira 737,1200.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,850,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Kuala Lumpur
Maxim Citilights,1500.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,1009,Not Furnished,"Security, Playground, Minimart, Swimming Pool, Parking, Lift",Cooking Allowed,Kuala Lumpur
Maxim Citilights,1400.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1009,Not Furnished,"Security, Playground, Minimart, Swimming Pool, Parking, Lift, Gymnasium","Cooking Allowed, Air-Cond",Kuala Lumpur
Sky Awani Residensi,1600.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,850,Partially Furnished,"Swimming Pool, Club house, Security, Minimart, Playground, Jogging Track, Barbeque area, Parking, Sauna","Air-Cond, Cooking Allowed",Kuala Lumpur
Bukit OUG Condominium,1000.0,Kuala Lumpur - Bukit Jalil,2.0,1.0,1.0,774,Partially Furnished,"Tennis Court, Playground, Gymnasium, Security, Minimart, Squash Court, Swimming Pool, Parking, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Desa Sentul,1900.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,982,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Minimart, Club house, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Angkupuri,2900.0,Kuala Lumpur - Mont Kiara,3.0,1.0,2.0,1400,Fully Furnished,"Parking, Gymnasium, Security, Minimart, Tennis Court, Sauna, Playground, Swimming Pool, Squash Court, Jogging Track, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Residensi Enesta Kepong,1200.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,802,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Bougainvilla,1500.0,Kuala Lumpur - Segambut,3.0,1.0,2.0,1170,Fully Furnished,"Barbeque area, Security, Minimart, Swimming Pool, Gymnasium, Jogging Track, Sauna, Parking, Playground",Air-Cond,Kuala Lumpur
Desa Sentul,1800.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,948,Fully Furnished,None,None,Kuala Lumpur
Seasons Garden Residences @ Wangsa Maju,1399.0,Kuala Lumpur - Wangsa Maju,3.0,1.0,2.0,770,Partially Furnished,"Security, Swimming Pool, Minimart, Playground, Parking, Gymnasium, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sri Penaga,5500.0,Kuala Lumpur - Bangsar,3.0,2.0,3.0,1890,Fully Furnished,"Parking, Playground, Swimming Pool, Security",None,Kuala Lumpur
Seasons Garden Residences @ Wangsa Maju,1750.0,Kuala Lumpur - Wangsa Maju,4.0,2.0,2.0,850,Fully Furnished,"Security, Minimart, Playground, Parking, Gymnasium, Swimming Pool",None,Kuala Lumpur
Taman Sejahtera,1600.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,1000,Partially Furnished,"Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Holmes 2,1800.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,943,Partially Furnished,"Playground, Swimming Pool, Jogging Track, Barbeque area, Sauna, Multipurpose hall, Parking, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Vista OUG @ Platinum OUG Residence,1500.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Vista OUG @ Platinum OUG Residence,1500.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Multipurpose hall, Minimart","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
VIM 3 @ Desa Park North,1300.0,Kuala Lumpur - Kepong,2.0,1.0,1.0,475,Partially Furnished,None,None,Kuala Lumpur
Pesona Villa (Taman Melawati),1100.0,Kuala Lumpur - Taman Melawati,3.0,1.0,2.0,985,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
The Loft @ ZetaPark,1650.0,Kuala Lumpur - Setapak,1.0,1.0,1.0,689,Fully Furnished,"Parking, Swimming Pool, Jogging Track, Multipurpose hall, Sauna, Security, Gymnasium, Lift, Playground, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Jalilmas,1400.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,800,Fully Furnished,"Parking, Multipurpose hall, Security, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Hipster @ Taman Desa,1500.0,Kuala Lumpur - Taman Desa,3.0,2.0,2.0,921,Partially Furnished,"Lift, Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Squash Court",None,Kuala Lumpur
Lanai Kiara,6500.0,Kuala Lumpur - Mont Kiara,4.0,2.0,4.0,3067,Partially Furnished,"Security, Swimming Pool, Tennis Court, Playground, Squash Court, Sauna, Parking, Minimart, Club house, Gymnasium, Barbeque area, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
"J.Dupion, Cheras",1800.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,900,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium",None,Kuala Lumpur
M Centura,1200.0,Kuala Lumpur - Sentul,3.0,2.0,2.0,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Mutiara Residency,1300.0,Kuala Lumpur - Brickfields,1.0,1.0,1.0,500,Fully Furnished,"Swimming Pool, Gymnasium, Security, Minimart, Playground, Parking, Lift, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Menara Antara,3500.0,Kuala Lumpur - Bukit Bintang,2.0,1.0,3.0,1500,Fully Furnished,"Gymnasium, Security, Swimming Pool, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Gaya Bangsar,2000.0,Kuala Lumpur - Bangsar,3.0,1.0,2.0,1200,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Parking, Security, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
633 Residency,2200.0,Kuala Lumpur - Brickfields,2.0,1.0,2.0,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
"Sky Awani Residensi, Sentul",1300.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,800,Partially Furnished,"Parking, Gymnasium, Multipurpose hall, Security, Minimart, Lift, Playground, Swimming Pool, Jogging Track, Barbeque area, Club house","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
Residensi Wangsamas,1650.0,Kuala Lumpur - Wangsa Maju,3.0,1.0,2.0,800,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",Air-Cond,Kuala Lumpur
Maytower,1700.0,Kuala Lumpur - KL City,1.0,1.0,1.0,490,Fully Furnished,None,None,Kuala Lumpur
Secoya Residences,4300.0,Kuala Lumpur - Pantai,3.0,2.0,2.0,1360,Fully Furnished,"Playground, Jogging Track, Sauna, Multipurpose hall, Security, Barbeque area, Parking, Swimming Pool, Gymnasium",None,Kuala Lumpur
Parkhill Residence Bukit Jalil,3000.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,1100,Fully Furnished,"Playground, Security, Swimming Pool, Gymnasium, Parking, Minimart, Squash Court, Club house, Lift",None,Kuala Lumpur
South View,3200.0,Kuala Lumpur - Bangsar South,3.0,1.0,2.0,990,Fully Furnished,"Multipurpose hall, Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
CitiZen,2300.0,Kuala Lumpur - Old Klang Road,3.0,2.0,2.0,883,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Parking, Sauna, Multipurpose hall, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
South View,2200.0,Kuala Lumpur - Bangsar South,2.0,1.0,1.0,648,Fully Furnished,"Parking, Barbeque area, Swimming Pool, Security, Playground, Multipurpose hall, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Majestic Maxim,1200.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,680,Partially Furnished,"Gymnasium, Security, Barbeque area, Parking, Lift, Playground, Swimming Pool, Jogging Track","Air-Cond, Near KTM/LRT",Kuala Lumpur
Residensi Rampai,1600.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,900,Partially Furnished,"Parking, Barbeque area, Gymnasium, Security, Playground, Swimming Pool","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
The Elements,2000.0,Kuala Lumpur - Ampang,1.0,1.0,1.0,705,Fully Furnished,"Security, Swimming Pool, Gymnasium, Playground, Jogging Track, Barbeque area, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Rampai II,1798.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,900,Fully Furnished,"Jogging Track, Parking, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area, Security, Playground, Sauna, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Gurney Heights,1950.0,Kuala Lumpur - Keramat,3.0,1.0,1.0,807,Fully Furnished,"Security, Minimart, Parking, Barbeque area, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
The Elements,2200.0,Kuala Lumpur - Ampang,2.0,2.0,2.0,950,Fully Furnished,"Security, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Playground, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sinar Magna,1100.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,825,Partially Furnished,"Security, Parking, Playground, Minimart",Near KTM/LRT,Kuala Lumpur
Villa Mewah,1200.0,Kuala Lumpur - Sri Petaling,3.0,1.0,2.0,800,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed",Kuala Lumpur
8 Kinrara,2400.0,Kuala Lumpur - Puchong,3.0,2.0,2.0,1288,Fully Furnished,"Swimming Pool, Playground, Security, Jogging Track, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Jalilmas,1200.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,800,Partially Furnished,"Multipurpose hall, Minimart, Parking, Security, Playground, Barbeque area","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Sri Putramas,1800.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,1050,Fully Furnished,"Swimming Pool, Security, Minimart, Playground, Tennis Court, Parking, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1500.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,800,Fully Furnished,"Parking, Minimart, Swimming Pool, Lift, Sauna, Security, Playground, Gymnasium, Tennis Court, Jogging Track, Barbeque area, Squash Court, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur
